name,owner,location,phone,email,services,categories,source_url
California Sports Center,,"1283 Sunnyvale Saratoga Rd, Sunnyvale, CA 94087", (408) 732-2257,masters@calsportscenter.com,,"Swimming Instruction, Sports Clubs & Organizations ",https://www.yellowpages.com/sunnyvale-ca/mip/california-sports-center-19579
Gustine Gun Club,,"25100 Gun Club Rd, Gustine, CA 95322", (209) 854-3638,,,Sports Clubs & Organizations ,https://www.yellowpages.com/gustine-ca/mip/gustine-gun-club-1905190
Marysville Little League,,"4 17th St, Marysville, CA 95901", (530) 743-9197,,,"Baseball Clubs & Parks, Sports Clubs & Organizations ",https://www.yellowpages.com/marysville-ca/mip/marysville-little-league-1926916
Boosters Sports Bar,,"28621 Marguerite Pkwy, Mission Viejo, CA 92692", (949) 347-0111,,,"Sports Bars, Pool Halls ",https://www.yellowpages.com/mission-viejo-ca/mip/boosters-sports-bar-1918834
Nancy's Mommy & Me Swim School,,"21 Solar Ct, San Rafael, CA 94901", (415) 459-5145,,,"Swimming Instruction, Sports Clubs & Organizations ",https://www.yellowpages.com/san-rafael-ca/mip/nancys-mommy-me-swim-school-18703975
The Sand Trap Sports Bar  Grill,,"892 Oak Valley Pkwy, Beaumont, CA 92223", (951) 922-4949,info@thesandtrapsportsbar.com,,"Bars, Bar & Grills, Brew Pubs, Night Clubs, Restaurants, Sports Bars ",https://www.yellowpages.com/beaumont-ca/mip/the-sand-trap-sports-bar-grill-18859566
Bodega Harbour Yacht Club,,"565 Smith Brothers Rd, Bodega Bay, CA 94923", (707) 875-3519,events@bodegaharbourgolf.com,,Sports Clubs & Organizations ,https://www.yellowpages.com/bodega-bay-ca/mip/bodega-harbour-yacht-club-18080024
Asante' Lakeside Fitness,,"850 Ward Creek Blvd, Tahoe City, CA 96145", (530) 583-4283,info@lakesidetahoecity.com,,"Bars, Exercise & Physical Fitness Programs, Health Clubs, Health Resorts, Night Clubs, Pizza, Restaurants, Sports Bars ",https://www.yellowpages.com/tahoe-city-ca/mip/asante-lakeside-fitness-18417618
The Other Room,,"1201 Abbot Kinney Blvd, Venice, CA 90291", (310) 396-6230,,,"Sports Bars, Bars, Restaurants ",https://www.yellowpages.com/venice-ca/mip/the-other-room-1860834
BJ's Restaurants,,"2206 Bridgepointe Pkwy, Foster City, CA 94404", (650) 931-2990,,,"American Restaurants, Beer & Ale, Brew Pubs, Family Style Restaurants, Pizza, Restaurants, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/foster-city-ca/mip/bjs-restaurants-18242260
Sea Otter Swim Lessons,,"6151 Brace Rd, Loomis, CA 95650", (916) 660-9492,seaotterswim1@gmail.com,,"Swimming Instruction, Public Swimming Pools, Sports Clubs & Organizations ",https://www.yellowpages.com/loomis-ca/mip/sea-otter-swim-lessons-17853969
Crossgates Swim Club Association,,"1297 Peralta Dr, San Jose, CA 95120", (408) 997-0182,,,"Sports Clubs & Organizations, Private Swimming Pools ",https://www.yellowpages.com/san-jose-ca/mip/crossgates-swim-club-association-1779063
Keno's Sports Bar and Grill,,"2661 W La Palma Ave, Anaheim, CA 92801", (714) 761-5366,phil@kenossportsbar.com,,"American Restaurants, Bar & Grills, Barbecue Restaurants, Bars, Family Style Restaurants, Night Clubs, Restaurants, Sports Bars, Take Out Restaurants, Taverns ",https://www.yellowpages.com/anaheim-ca/mip/kenos-sports-bar-and-grill-1878310
Patrick Molloy's,,"50A Pier Ave, Hermosa Beach, CA 90254", (310) 798-9762,promotions@patrickmolloys.com,,"Sports Bars, American Restaurants, Bars, Restaurants ",https://www.yellowpages.com/hermosa-beach-ca/mip/patrick-molloys-18452417
Cvac,,"27300 Rancho San Carlos Rd, Carmel, CA 93923", (831) 624-2737,askcvac@aol.com,,"Tennis Courts-Private, Sports Clubs & Organizations ",https://www.yellowpages.com/carmel-ca/mip/cvac-17542510
Bullpen Bar & Grill,,"8199 Clairemont Mesa Blvd, San Diego, CA 92111", (858) 503-6786,,,"American Restaurants, Bar & Grills, Barbecue Restaurants, Bars, Brew Pubs, Night Clubs, Restaurants, Sports Bars, Taverns ",https://www.yellowpages.com/san-diego-ca/mip/bullpen-bar-grill-1765583
Sidelines Sports Bar & Grill,,"24910 Washington Ave, Murrieta, CA 92562", (951) 461-2188,sidelinesbarandgrill@hotmail.com,,"Barbecue Restaurants, Bar & Grills, Italian Restaurants, Restaurants, Sports Bars ",https://www.yellowpages.com/murrieta-ca/mip/sidelines-sports-bar-grill-18139362
Stuie's brooklyn bagel & Jewish Delicatessen,,"6545 Greenleaf Ave, Whittier, CA 90601", (562) 309-4105,,,"Bagels, Bakeries, Delicatessens, Restaurants, Sports Bars ",https://www.yellowpages.com/whittier-ca/mip/stuies-brooklyn-bagel-jewish-delicatessen-17382535
Grill 'Em Steakhouse,,"2509 S Bascom Ave, Campbell, CA 95008", (408) 371-8729,syndee@ugrillem.com,,"American Restaurants, Bar & Grills, Family Style Restaurants, Sports Bars, Steak Houses ",https://www.yellowpages.com/campbell-ca/mip/grill-em-steakhouse-17254461
BJ's Restaurants,,"10690 N De Anza Blvd, Cupertino, CA 95014", (408) 865-6970,bjsrestaurants@ymail.com,,"American Restaurants, Beer & Ale, Brew Pubs, Pizza, Restaurants, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/cupertino-ca/mip/bjs-restaurants-17510978
BJ's Restaurants,,"22920 Centerpoint Dr, Moreno Valley, CA 92553", (951) 571-9370,bjsrestaurants@ymail.com,,"American Restaurants, Beer & Ale, Brew Pubs, Pizza, Restaurants, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/moreno-valley-ca/mip/bjs-restaurants-17473682
JT Schmid's Restaurant & Brewery,,"2415 Park Ave, Tustin, CA 92782", (714) 258-0333,,"To Go, Free Wifi, Beer, Burgers, Sandwiches, Steak, Seafood, Full Bar, Vegetarian, Pasta, Pizza, Liquor, Wine, Salads.","Restaurants, Banquet Halls & Reception Facilities, Bars, Brew Pubs, Sports Bars, Steak Houses ",https://www.yellowpages.com/tustin-ca/mip/jt-schmids-restaurant-brewery-18034386
Mariscos Puerto Escondido,,"3740 Whittier Blvd, Los Angeles, CA 90023", (323) 262-7678,,,"Mexican Restaurants, Latin American Restaurants, Restaurants, Seafood Restaurants, Sports Bars ",https://www.yellowpages.com/los-angeles-ca/mip/mariscos-puerto-escondido-17004214
The Club House Sports Bar & Grill,,"369 Arneill Rd, Camarillo, CA 93010", (805) 388-1992,,,"Sports Bars, Bar & Grills, Restaurants ",https://www.yellowpages.com/camarillo-ca/mip/the-club-house-sports-bar-grill-1703867
Premier Affiliated Soccer,,"945 Spring St Ste 14, Paso Robles, CA 93446", (805) 239-1406,,,"Soccer Clubs, Sports Clubs & Organizations ",https://www.yellowpages.com/paso-robles-ca/mip/premier-affiliated-soccer-1701698
The District Lounge,,"223 W Chapman Ave, Orange, CA 92866", (714) 639-7777,orange@thedistrictlounge.com,,"Sports Bars, Cocktail Lounges, Restaurants ",https://www.yellowpages.com/orange-ca/mip/the-district-lounge-1694246
Chico Rod & Gun Clb Inc,,"1850 Normal Ave, Chico, CA 95928", (530) 894-1648,Onpoint50@gmail.com,,Sports Clubs & Organizations ,https://www.yellowpages.com/chico-ca/mip/chico-rod-gun-clb-inc-16754746
Old Princeton Landing Public House and Grill,,"460 Capistrano Rd, Half Moon Bay, CA 94019", (650) 728-7096,info@theoldprincetonlanding.com,,"Seafood Restaurants, American Restaurants, Bars, Beer & Ale, Restaurants, Sports Bars ",https://www.yellowpages.com/half-moon-bay-ca/mip/old-princeton-landing-public-house-and-grill-17686083
Valley Drive In,,"1038 W Inyo Ave, Tulare, CA 93274", (559) 684-7100,membership@valleydrive.com,,"Sports Clubs & Organizations, Restaurants ",https://www.yellowpages.com/tulare-ca/mip/valley-drive-in-1701288
Oyster Point Yacht Club,,"911 Marina Blvd, South San Francisco, CA 94080", (650) 873-5166,dave.marison@opyc.com,,"Sports Clubs & Organizations, Private Clubs ",https://www.yellowpages.com/south-san-francisco-ca/mip/oyster-point-yacht-club-16928431
Rhonewood Park Cabana Club,,"5451 Charlotte Way, Livermore, CA 94550", (925) 447-4351,manager@rpha.info,,Sports Clubs & Organizations ,https://www.yellowpages.com/livermore-ca/mip/rhonewood-park-cabana-club-1680376
Dream Pools & Spas of San Diego Inc,,"5355 Avenida Encinas, Carlsbad, CA 92008", (760) 931-5440,richard@sandiegodreampools.com,,"Private Swimming Pools, Sports Clubs & Organizations, Swimming Pool Construction, Swimming Pool Dealers ",https://www.yellowpages.com/carlsbad-ca/mip/dream-pools-spas-of-san-diego-inc-16610160
El Zorro Night Club,,"5560 Lankershim Blvd, North Hollywood, CA 91601", (818) 760-8091,elzorronightclub55@yahoo.com,,"Sports Bars, Night Clubs ",https://www.yellowpages.com/north-hollywood-ca/mip/el-zorro-night-club-16457114
Plummer Park Court Reservations,,"1200 N Vista St, West Hollywood, CA 90046", (323) 876-1851,,,"Tennis Courts, Sports Clubs & Organizations ",https://www.yellowpages.com/west-hollywood-ca/mip/plummer-park-court-reservations-1633825
Gabes,,"2965 S Sepulveda Blvd, Los Angeles, CA 90064", (310) 473-1667,yassirlester@gmail.com,,Sports Bars ,https://www.yellowpages.com/los-angeles-ca/mip/gabes-16358258
Furys Sports Bar,,"1353 W Inyokern Rd, Ridgecrest, CA 93555", (760) 446-4900,,,"Sports Bars, Bar & Grills, Bars, Restaurants ",https://www.yellowpages.com/ridgecrest-ca/mip/furys-sports-bar-16435887
Rancho Penasquitos Tennis Club,,"12350 Black Mountain Rd, San Diego, CA 92129", (858) 484-0745,,,"Tennis Courts, Sports Clubs & Organizations ",https://www.yellowpages.com/san-diego-ca/mip/rancho-penasquitos-tennis-club-16588573
EWGA (Executive Women’s Golf Association),,"1630 N Main St Ste 162, Walnut Creek, CA 94596", (800) 407-1477,info@ewganeb.org,,Sports Clubs & Organizations ,https://www.yellowpages.com/walnut-creek-ca/mip/ewga-executive-womens-golf-association-167237
Sidebar Oaktown,,"542 Grand Ave, Oakland, CA 94610", (510) 452-9500,,,"American Restaurants, Bar & Grills, Barbecue Restaurants, Bars, Cocktail Lounges, Mediterranean Restaurants, Night Clubs, Restaurants, Sports Bars, Taverns ",https://www.yellowpages.com/oakland-ca/mip/sidebar-oaktown-1618535
Marin Tennis Club,,"925 Belle Ave, San Rafael, CA 94901", (415) 457-5160,manager@marintennisclub.org,,"Tennis Courts-Private, Sports Clubs & Organizations ",https://www.yellowpages.com/san-rafael-ca/mip/marin-tennis-club-1627472
Big Wangs,,"5300 Lankershim Blvd, North Hollywood, CA 91601", (818) 985-2449,,,"Bar & Grills, American Restaurants, Sports Bars ",https://www.yellowpages.com/north-hollywood-ca/mip/big-wangs-1670489
Woodbridge Tennis Club,,"500 Springbrook S, Irvine, CA 92614", (949) 733-1100,kevin@wva.org,,"Tennis Courts-Private, Sports Clubs & Organizations ",https://www.yellowpages.com/irvine-ca/mip/woodbridge-tennis-club-16175770
"Super Spine, In",,"13260 Glen Circle Rd, Poway, CA 92064", (858) 487-3700,,,"Sports Clubs & Organizations, Sports Promoters & Managers ",https://www.yellowpages.com/poway-ca/mip/super-spine-in-16042341
Safe Alternatives to Violent Environments,,"1900 Mowry Ave Ste 204, Fremont, CA 94538", (510) 574-2250,info@save-dv.org,,"Social Service Organizations, Community Organizations, Crisis Intervention Service, Human Services Organizations, Marriage, Family, Child & Individual Counselors, Sports Clubs & Organizations ",https://www.yellowpages.com/fremont-ca/mip/safe-alternatives-to-violent-environments-16013176
Trunks,,"8809 Santa Monica Blvd, West Hollywood, CA 90069", (310) 652-1015,trunksbar@yahoo.com,,"Bars, Cocktail Lounges, Gay & Lesbian Bars, Sports Bars ",https://www.yellowpages.com/west-hollywood-ca/mip/trunks-15933356
Ebony Social & Sports Club,,"7305 S Broadway, Los Angeles, CA 90003", (323) 751-7195,,,Sports Clubs & Organizations ,https://www.yellowpages.com/los-angeles-ca/mip/ebony-social-sports-club-1591275
Hawaiian BBQ Drive Inn,,"2306 Encinal Ave, Alameda, CA 94501", (510) 864-1188,,,"Sports Clubs & Organizations, Restaurants ",https://www.yellowpages.com/alameda-ca/mip/hawaiian-bbq-drive-inn-16038391
Forest Hills Swimming Club,,"19199 Gliddon St, Castro Valley, CA 94546", (510) 581-1561,swimclubfun@gmail.com,,Sports Clubs & Organizations ,https://www.yellowpages.com/castro-valley-ca/mip/forest-hills-swimming-club-15906685
Nor Cal Elite All-Stars,,"1460 Atteberry Ln, San Jose, CA 95131", (408) 383-9797,coachgraham@nceallstars.com,,"Cheerleading, Amusement Places & Arcades, Sports Clubs & Organizations ",https://www.yellowpages.com/san-jose-ca/mip/nor-cal-elite-all-stars-15743622
Buffalo Wild Wings,,"3160 Chino Ave, Chino Hills, CA 91709", (909) 591-9035,hr-recruiting@buffalowildwings.com,,"Chicken Restaurants, Bar & Grills, Restaurants, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/chino-hills-ca/mip/buffalo-wild-wings-15840342
The Scene,,"13307 Saticoy St, North Hollywood, CA 91605", (818) 983-1676,robert@tcscene.com,,"Cocktail Lounges, Bar & Grills, Bars, Karaoke, Sports Bars ",https://www.yellowpages.com/north-hollywood-ca/mip/the-scene-1554690
Monarch Beach & Tennis Club,,"33080 Niguel Rd, Dana Point, CA 92629", (949) 493-3190,sandy@spearmanclubs.com,,"Tennis Courts-Private, Sports Clubs & Organizations ",https://www.yellowpages.com/dana-point-ca/mip/monarch-beach-tennis-club-15636467
Wings and Rings,,"12375 Baseline Rd, Rancho Cucamonga, CA 91739", (909) 463-1300,crisstew@me.com,,"Chicken Restaurants, Restaurants, Sports Bars ",https://www.yellowpages.com/rancho-cucamonga-ca/mip/wings-and-rings-1576031
Mugshots Bar,,"10461 Denni St, Cypress, CA 90630", (714) 761-2249,tim@blufishdesign.com,,"Sports Bars, Bar & Grills, Bars ",https://www.yellowpages.com/cypress-ca/mip/mugshots-bar-15418305
South Bay Yacht Club,,"1491 Hope St, Alviso, CA 95002", (408) 263-0100,,,Sports Clubs & Organizations ,https://www.yellowpages.com/alviso-ca/mip/south-bay-yacht-club-1549984
Little League Baseball,,"6707 Little League Dr, San Bernardino, CA 92407", (909) 887-6444,emcelheny@littleleague.org,,"Baseball Clubs & Parks, Clubs, Sports Clubs & Organizations ",https://www.yellowpages.com/san-bernardino-ca/mip/little-league-baseball-1538800
Chiquibaby's Bar,,"317 Dewey St, San Diego, CA 92113", (619) 236-1994,,,"Sports Bars, Restaurants ",https://www.yellowpages.com/san-diego-ca/mip/chiquibabys-bar-15233313
Big Bend Hot Springs Project,,"Big Bend Hot Springs Project, Big Bend, CA 96011", (530) 337-6155,,,Sports Clubs & Organizations ,https://www.yellowpages.com/big-bend-ca/mip/big-bend-hot-springs-project-15318156
Laurel Court Restaurant & Bar,,"950 Mason St, San Francisco, CA 94108", (415) 772-5260,alberts@nobhilltravel.com,,"American Restaurants, Bars, Restaurants, Sports Bars ",https://www.yellowpages.com/san-francisco-ca/mip/laurel-court-restaurant-bar-15782487
Yard House,,"1023 4th Ave, San Diego, CA 92101", (619) 233-9273,,,"American Restaurants, Restaurants, Sports Bars ",https://www.yellowpages.com/san-diego-ca/mip/yard-house-15700774
Hooters,,"1150 El Camino Real Ste 210, San Bruno, CA 94066", (650) 588-4900,,,"Sports Bars, American Restaurants, Bar & Grills, Restaurants, Take Out Restaurants ",https://www.yellowpages.com/san-bruno-ca/mip/hooters-16670469
The Game Sports Bar & Grill,,"5630 W Manchester Ave, Los Angeles, CA 90045", (310) 216-4263,tyrei@thegamebar.net,,"Sports Bars, Bar & Grills, Restaurants ",https://www.yellowpages.com/los-angeles-ca/mip/the-game-sports-bar-grill-15198254
Buffalo Wild Wings,,"3712 Dublin Blvd, Dublin, CA 94568", (925) 361-0447,hharvey.bww@gmail.com,,"Chicken Restaurants, Bar & Grills, Restaurants, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/dublin-ca/mip/buffalo-wild-wings-15674490
Fin-Addict Sportfishing,,, (209) 367-4665,,,Sports Clubs & Organizations ,https://www.yellowpages.com/nationwide/mip/fin-addict-sportfishing-14842435
Rancho Arbolitos Swim & Tennis,,"14343 Silverset St, Poway, CA 92064", (858) 486-3670,owenmolenaar@mac.com,,Sports Clubs & Organizations ,https://www.yellowpages.com/poway-ca/mip/rancho-arbolitos-swim-tennis-1482999
Katie jakes Bar & Grill,,"750 Terrado Plz, Covina, CA 91723", (626) 967-2765,,,"Sports Bars, Bar & Grills, Bars, Night Clubs, Restaurants ",https://www.yellowpages.com/covina-ca/mip/katie-jakes-bar-grill-1506358
The Arsenal,,"12012 W Pico Blvd, Los Angeles, CA 90064", (310) 575-5511,info@arsenalbar.com,,"Cocktail Lounges, American Restaurants, Bar & Grills, Bars, Night Clubs, Restaurants, Sports Bars, Tapas, Taverns ",https://www.yellowpages.com/los-angeles-ca/mip/the-arsenal-1475799
Roundin Third Sports Bar,,"7398 Calle Real, Goleta, CA 93117", (805) 845-8383,,,Sports Bars ,https://www.yellowpages.com/goleta-ca/mip/roundin-third-sports-bar-14996375
Tailgaters Sport's Bar & Grill,,"8065 Brentwood Blvd, Brentwood, CA 94513", (925) 513-8281,tailgaters2012@gmail.com,,"Bars, American Restaurants, Bar & Grills, Clubs, Sandwich Shops, Sports Bars ",https://www.yellowpages.com/brentwood-ca/mip/tailgaters-sports-bar-grill-1517014
Hooters,,"6225 Valley Springs Pkwy # 17, Riverside, CA 92507", (951) 697-4668,msaifie@yahoo.com,Beer.,"Sports Bars, American Restaurants, Bar & Grills, Restaurants, Take Out Restaurants ",https://www.yellowpages.com/riverside-ca/mip/hooters-15134488
Springwood Swim Club,,"4554 Concord Blvd, Concord, CA 94519", (925) 798-3493,,,"Sports Clubs & Organizations, Private Swimming Pools ",https://www.yellowpages.com/concord-ca/mip/springwood-swim-club-14625122
Santa Maria Gun Club,,"3150 Telephone Rd, Santa Maria, CA 93454", (805) 925-6673,mike@famcodevelopment.com,,"Sports Clubs & Organizations, Rifle & Pistol Ranges ",https://www.yellowpages.com/santa-maria-ca/mip/santa-maria-gun-club-14453841
Peninsula Point Racquet Club,,"2006 E Balboa Blvd, Newport Beach, CA 92661", (949) 673-7462,,,Sports Clubs & Organizations ,https://www.yellowpages.com/newport-beach-ca/mip/peninsula-point-racquet-club-14429508
East Bay Dragons,,"8731 International Blvd, Oakland, CA 94621", (510) 638-9859,,,Sports Clubs & Organizations ,https://www.yellowpages.com/oakland-ca/mip/east-bay-dragons-14397995
Hooters,,"7944 Dublin Blvd, Dublin, CA 94568", (925) 829-9468,jtrani2@hotmail.com,,"Sports Bars, American Restaurants, Bar & Grills, Chicken Restaurants, Hamburgers & Hot Dogs, Restaurants, Take Out Restaurants ",https://www.yellowpages.com/dublin-ca/mip/hooters-14454439
Foothill Dairy Drive In,,"130 S Valley Center Ave, San Dimas, CA 91773", (909) 592-7755,,,Sports Clubs & Organizations ,https://www.yellowpages.com/san-dimas-ca/mip/foothill-dairy-drive-in-14666862
Horizon View Club,,"15 Van Dyke St, Thousand Oaks, CA 91360", (805) 495-8687,,,Sports Clubs & Organizations ,https://www.yellowpages.com/thousand-oaks-ca/mip/horizon-view-club-14322155
Spikes Bar,,"7813 Garvey Ave, Rosemead, CA 91770", (626) 288-4366,info@spikes-bar.com,,"Cocktail Lounges, Bar & Grills, Bars, Pool Halls, Sports Bars ",https://www.yellowpages.com/rosemead-ca/mip/spikes-bar-14305187
Chili's Grill & Bar,,"499 E Alessandro Blvd, Riverside, CA 92508", (951) 776-0952,chilislst@gmail.com,,"Take Out Restaurants, American Restaurants, Bar & Grills, Restaurants, Sports Bars ",https://www.yellowpages.com/riverside-ca/mip/chilis-grill-bar-1430298
